SKU,cena_hurtowa,cena_detaliczna,stan
HS-1107RRH #12,26.00,83.15,3
HS-1103RRH #14,53.00,156.46,3
HS-1103RRH #16,53.00,156.46,3
HS-1103RRH #18,53.00,156.46,3
HS-1102RRH #14,36.00,115.13,3
HS-1102RRH #16,36.00,115.13,3
HS-1102RRH #18,36.00,115.13,3
HR-0901PRH #18,46.00,135.79,3
HR-0901PRH #16,46.00,135.79,3
HR-0901PRH #14,46.00,135.79,3
HR-0902PRH #14,25.00,79.95,0
HR-0902PRH #16,25.00,79.95,0
HR-0902PRH #18,25.00,79.95,0
HR-0900PRH #14,34.00,108.73,3
HR-0900PRH #16,34.00,108.73,3
HR-0900PRH #18,34.00,108.73,3
ALKJ0001R #12,47.00,138.74,3
ALKJ0001R #16,47.00,138.74,0
ALKJ0001R #18,47.00,138.74,3
SR-3086RH #12,24.00,76.75,0
SR-3086RH #14,24.00,76.75,3
SR-3086RH #16,24.00,76.75,3
SR-3086RH #18,24.00,76.75,0
SR-6343YG #12,19.00,60.76,3
SR-6343YG #14,19.00,60.76,3
SR-6343YG #16,19.00,60.76,3
SR-6343YG #18,19.00,60.76,3
SR-6344RG #12,19.00,60.76,0
SR-6344RG #14,19.00,60.76,3
SR-6344RG #16,19.00,60.76,3
SR-6344RG #18,19.00,60.76,0
SR-6344YG #12,14.00,53.38,3
SR-6344YG #14,15.00,57.20,3
SR-6344YG #16,15.00,57.20,3
SR-6344YG #18,19.00,60.76,0
SR-6344RH #10,13.00,49.57,0
SR-6344RH #12,22.00,70.36,3
SR-6344RH #14,24.00,76.75,3
SR-6344RH #16,24.00,76.75,3
SR-6344RH #18,24.00,76.75,3
SR-6269YG #12,24.00,76.75,0
SR-6269YG #14,24.00,76.75,0
SR-6269YG #16,24.00,76.75,3
SR-6269YG #18,24.00,76.75,3
SR-6269RG #12,24.00,76.75,3
SR-6269RG #14,24.00,76.75,3
SR-6269RG #16,24.00,76.75,3
SR-6269RG #18,24.00,76.75,3
SR-6269RH #18,24.00,76.75,0
SR-6269RH #16,24.00,76.75,3
SR-6269RH #14,24.00,76.75,3
SR-6269RH #12,24.00,76.75,3
SR-3086RG #12,24.00,76.75,3
SR-3086RG #14,24.00,76.75,3
SR-3086RG #16,24.00,76.75,3
SR-3086RG #18,24.00,76.75,3
SR-3086YG #18,24.00,76.75,0
SR-3086YG #16,24.00,76.75,0
SR-3086YG #14,24.00,76.75,0
SR-3086YG #12,24.00,76.75,0
SR-6343RH #12,19.00,60.76,0
SR-6343RH #14,19.00,60.76,3
SR-6343RH #16,19.00,60.76,3
SR-6343RH #18,19.00,60.76,3
SR-6343RG #12,19.00,60.76,3
SR-6343RG #14,19.00,60.76,3
SR-6343RG #16,19.00,60.76,3
SR-6343RG #18,19.00,60.76,3
ALCYRK0001RRH #10,12.00,45.76,0
ALCYRK0001RRH #12,13.00,49.57,0
ALCYRK0001RRH #14,13.00,49.57,0
ALCYRK0001RRH #16,13.00,49.57,0
ALCYRK0001RRH #18,14.00,53.38,0
ALCYRK0001RRH #20,14.00,53.38,0
ALCYRK0002RRH #12,14.00,53.38,0
ALCYRK0002RRH #14,14.00,53.38,0
ALCYRK0002RRH #16,14.00,53.38,0
ALCYRK0002RRH #18,14.00,53.38,0
ALCYRK0002RRH #10,14.00,53.38,3
ALCYRK0003RRH #10,13.00,49.57,0
ALCYRK0003RRH #12,13.00,49.57,0
ALCYRK0003RRH #14,13.00,49.57,0
ALCYRK0003RRH #16,13.00,49.57,0
ALCYRK0003RRH #18,13.00,49.57,0
ALCYRK0003RRH #20,13.00,49.57,0
R-0529 #12,26.00,83.15,3
R-0529 #14,28.00,89.54,3
R-0529 #16,28.00,89.54,3
R-0529 #18,28.00,89.54,0
R-0532 #16,19.00,60.76,0
R-0532 #18,19.00,60.76,0
R-0533 #16,19.00,60.76,0
R-0533 #14,19.00,60.76,0
R-0533 #12,19.00,60.76,0
R-0533 #18,19.00,60.76,0
R-0535 #10,13.00,49.57,0
R-0535 #16,13.00,49.57,0
R-0535 #18,13.00,49.57,0
R-0536 #18,19.00,60.76,0
R-0536 #16,19.00,60.76,0
R-0536 #14,19.00,60.76,0
R-0537RHW #18,32.00,102.34,0
R-0537RHW #12,32.00,102.34,3
R-0537RHW #10,32.00,102.34,0
R-0537RHW #14,32.00,102.34,3
R-0537RHW #16,32.00,102.34,3
R-0537RHW #20,32.00,102.34,0
R-0537RHW #22,32.00,102.34,0
R-0538 #18,19.00,60.76,0
R-0538 #16,19.00,60.76,0
R-0538 #14,19.00,60.76,0
R-0538 #12,19.00,60.76,0
R004 #10,31.00,99.14,0
R004 #12,34.00,108.73,3
R004 #14,35.00,111.93,3
R004 #16,37.00,118.33,3
R004 #18,39.00,124.72,0
HR-0306WB #14,41.00,121.03,0
HR-0306WB #12,41.00,121.03,3
HR-0306WB #16,41.00,121.03,0
HR-0306WB #18,41.00,121.03,0
HR-0306WB #10,41.00,121.03,0
HR-0306WB #20,41.00,121.03,0
HR-0306 #14,41.00,121.03,0
HR-0306 #12,41.00,121.03,0
HR-0306 #16,41.00,121.03,0
HR-0306 #18,41.00,121.03,0
HR-0306 #10,41.00,121.03,0
HR-0306 #20,41.00,121.03,0
R-0012 #12,32.00,102.34,3
R-0012 #10,32.00,102.34,3
R-0012 #14,32.00,102.34,3
R-0012 #16,32.00,102.34,3
R-0012 #18,32.00,102.34,3
R-0013 #12,20.00,63.96,0
R-0013 #14,20.00,63.96,3
R-0013 #16,20.00,63.96,3
R-0013 #18,20.00,63.96,3
R-0014 #12,19.00,60.76,3
R-0014 #14,19.00,60.76,3
R-0014 #16,19.00,60.76,3
R-0014 #18,19.00,60.76,3
R-0015 #12,19.00,60.76,0
R-0015 #14,19.00,60.76,0
R-0015 #16,19.00,60.76,0
R-0015 #18,19.00,60.76,0
CS-1076 #20,33.00,105.53,0
CS-1091RBY #12,63.00,185.98,3
CS-1091RBY #14,63.00,185.98,3
CS-1091RBY #16,63.00,185.98,0
CS-1091RBY #18,63.00,185.98,3
CS-1091RBY #20,63.00,185.98,0
CS-1129A #16,40.00,127.92,0
CS-1129A #18,40.00,127.92,0
CS-1133A #16,44.00,129.89,0
CS-1133A #18,44.00,129.89,3
CS-1134A #18,42.00,123.98,0
CS-1135A #16,45.00,132.84,3
CS-1135A #18,46.00,135.79,3
CS-1182 #12,39.00,124.72,3
CS-1182 #14,39.00,124.72,3
CS-1182 #16,39.00,124.72,3
CS-1182 #18,39.00,124.72,0
CS-1199A #12,37.00,118.33,3
CS-1199A #14,37.00,118.33,3
CS-1199A #16,37.00,118.33,3
CS-1199A #18,37.00,118.33,0
CS-1199A #20,37.00,118.33,0
CS-1200A #12,43.00,126.94,0
CS-1200A #14,43.00,126.94,0
CS-1200A #16,43.00,126.94,0
R-0012Y #10,32.00,102.34,0
R-0012Y #14,32.00,102.34,0
R-0012Y #16,32.00,102.34,0
MVR-0275B #10,31.00,99.14,3
MVR-0275B #12,31.00,99.14,3
MVR-0275B #14,31.00,99.14,3
MVR-0275B #16,31.00,99.14,3
MVR-0275B #18,31.00,99.14,3
MVR-0275B #20,31.00,99.14,0
MVR-0275 #10,31.00,99.14,3
MVR-0275 #12,31.00,99.14,3
MVR-0275 #14,31.00,99.14,3
MVR-0275 #16,31.00,99.14,3
MVR-0275 #18,31.00,99.14,3
MVR-0275 #20,31.00,99.14,0
R-0017R #18,20.00,63.96,3
R-0017R #16,20.00,63.96,3
R-0017R #14,20.00,63.96,3
R-0017R #12,20.00,63.96,3
R-0017R #10,20.00,63.96,0
R-0017R #20,20.00,63.96,3
R-0017Y #10,20.00,63.96,3
R-0017Y #12,20.00,63.96,3
R-0017Y #14,20.00,63.96,3
R-0017Y #16,20.00,63.96,3
R-0017Y #18,20.00,63.96,3
R-0017Y #20,20.00,63.96,0
R-0017P #10,20.00,63.96,0
R-0017P #12,20.00,63.96,3
R-0017P #14,20.00,63.96,3
R-0017P #16,20.00,63.96,3
R-0017P #18,20.00,63.96,3
R-0017P #20,20.00,63.96,0
R-0012G #16,19.00,60.76,3
MT10052R #12,20.00,63.96,0
MT10052R #14,20.00,63.96,3
MT10052R #16,20.00,63.96,3
MT10052R #18,20.00,63.96,0
MT10059R #12,17.00,54.37,3
MT10059R #14,17.00,54.37,3
MT10059R #16,17.00,54.37,3
MT10059R #18,17.00,54.37,3
SJR-3029 #12,14.00,53.38,3
SJR-3029 #14,14.00,53.38,3
SJR-3029 #16,14.00,53.38,3
SJR-3029 #18,14.00,53.38,3
XJR-0123 #12,19.00,60.76,3
XJR-0123 #14,19.00,60.76,3
XJR-0123 #16,19.00,60.76,3
XJR-0123 #18,19.00,60.76,3
LTN-0035PRH #10,35.00,111.93,3
LTN-0035PRH #12,35.00,111.93,3
LTN-0035PRH #14,35.00,111.93,3
LTN-0035PRH #16,35.00,111.93,3
LTN-0035PRH #18,35.00,111.93,3
LTN-0035PRH #20,35.00,111.93,3
ALCYR0037PRH #10,28.00,89.54,3
ALCYR0037PRH #12,28.00,89.54,3
ALCYR0037PRH #14,28.00,89.54,3
ALCYR0037PRH #16,28.00,89.54,3
ALCYR0037PRH #18,28.00,89.54,0
ALCYR0037PRH #20,28.00,89.54,3
CS-1093B #12,61.00,180.07,3
CS-1093B #14,61.00,180.07,0
CS-1093B #16,61.00,180.07,0
CS-1093B #18,61.00,180.07,0
CS-1093B #20,61.00,180.07,3
ALCYRK0014RRH #14,21.00,67.16,0
ALCYRK0014RRH #18,23.00,73.55,0
ALCYRK0014RRH #12,25.00,79.95,3
ALCYRK0014RRH #16,25.00,79.95,0
ALCYR0043RRH #12,24.00,76.75,3
ALCYR0043RRH #14,24.00,76.75,0
ALCYR0043RRH #16,24.00,76.75,0
ALCYR0043RRH #18,24.00,76.75,0
ALCYR0043RRH #20,24.00,76.75,0
KJ0006RRH #12,36.00,115.13,3
KJ0006RRH #14,36.00,115.13,0
KJ0006RRH #16,36.00,115.13,0
KJ0006RRH #18,36.00,115.13,0
KJ0007RRH #12,29.00,92.74,0
KJ0007RRH #14,29.00,92.74,0
KJ0007RRH #16,29.00,92.74,0
KJ0007RRH #18,29.00,92.74,0
KJ0008RRH #12,29.00,92.74,3
KJ0008RRH #14,29.00,92.74,3
KJ0008RRH #16,29.00,92.74,0
KJ0008RRH #18,29.00,92.74,0
MR11212 #12,11.00,41.94,0
MR11212 #14,22.00,70.36,0
MR11212 #16,22.00,70.36,0
MR11212 #18,22.00,70.36,0
MR11216 #12,36.00,115.13,0
MR11216 #14,36.00,115.13,3
MR11216 #16,36.00,115.13,3
MR11216 #18,36.00,115.13,3
MR11225 #12,46.00,135.79,0
MR11225 #14,46.00,135.79,0
MR11225 #16,46.00,135.79,0
MR11225 #18,46.00,135.79,0
MT10054R #12,20.00,63.96,3
MT10054R #14,20.00,63.96,3
MT10054R #16,20.00,63.96,3
MT10054R #18,20.00,63.96,0
MT10054Y #12,20.00,63.96,3
MT10054Y #14,20.00,63.96,3
MT10054Y #16,20.00,63.96,3
MT10054Y #18,20.00,63.96,3
MT10055RG #12,20.00,63.96,3
MT10055RG #14,20.00,63.96,3
MT10055RG #16,20.00,63.96,3
MT10055RG #18,20.00,63.96,3
MT10055R #12,20.00,63.96,3
MT10055R #14,20.00,63.96,3
MT10055R #16,20.00,63.96,3
MT10055R #18,20.00,63.96,3
MT10055Y #12,20.00,63.96,3
MT10055Y #14,20.00,63.96,3
MT10055Y #16,20.00,63.96,3
MT10055Y #18,20.00,63.96,3
MT10060R #12,19.00,60.76,3
MT10060R #14,20.00,63.96,3
MT10060R #18,20.00,63.96,3
MT10060R #16,21.00,67.16,3
MT10060RG #12,17.00,54.37,3
MT10060RG #14,17.00,54.37,3
MT10060RG #16,17.00,54.37,3
MT10060RG #18,17.00,54.37,3
MT10060Y #12,17.00,54.37,0
MT10060Y #14,17.00,54.37,3
MT10060Y #16,17.00,54.37,0
MT10060Y #18,17.00,54.37,3
MT10061R #12,20.00,63.96,3
MT10061R #14,20.00,63.96,3
MT10061R #16,20.00,63.96,3
MT10061R #18,20.00,63.96,3
MT10061RG #12,20.00,63.96,3
MT10061RG #14,20.00,63.96,3
MT10061RG #16,20.00,63.96,3
MT10061RG #18,20.00,63.96,3
MT10061Y #12,20.00,63.96,3
MT10061Y #14,20.00,63.96,3
MT10061Y #16,20.00,63.96,3
MT10061Y #18,20.00,63.96,3
MR11222 #16,35.00,111.93,0
MR11208 #12,34.00,108.73,0
MR11208 #14,34.00,108.73,0
MR11208 #16,34.00,108.73,0
MR11208 #18,34.00,108.73,0
MR11209 #12,45.00,132.84,0
MR11209 #14,45.00,132.84,0
MR11209 #16,45.00,132.84,0
MR11209 #18,45.00,132.84,0
MR11213 #12,21.00,67.16,0
MR11213 #14,21.00,67.16,0
MR11213 #16,21.00,67.16,0
MR11213 #18,21.00,67.16,0
MR11214 #12,30.00,95.94,0
MR11214 #16,30.00,95.94,0
MR11214 #14,30.00,95.94,3
MR11214 #18,30.00,95.94,0
MR11215 #18,24.00,76.75,3
MR11215 #12,25.00,79.95,3
MR11215 #14,25.00,79.95,3
MR11215 #16,25.00,79.95,3
MR11217 #12,25.00,79.95,0
MR11217 #14,25.00,79.95,0
MR11217 #16,25.00,79.95,3
MR11217 #18,25.00,79.95,3
MR11219 #12,32.00,102.34,0
MR11219 #14,32.00,102.34,3
MR11219 #16,32.00,102.34,3
MR11219 #18,32.00,102.34,3
MR11224 #12,25.00,79.95,0
MR11224 #14,25.00,79.95,0
MR11224 #16,25.00,79.95,0
MR11224 #18,25.00,79.95,0
MR11229 #12,41.00,121.03,0
MR11229 #14,41.00,121.03,0
MR11229 #16,41.00,121.03,0
MR11229 #18,41.00,121.03,0
MR11234 #12,35.00,111.93,0
MR11234 #14,35.00,111.93,0
MR11234 #16,35.00,111.93,0
MR11234 #18,35.00,111.93,0
MR11242 #12,23.00,73.55,0
MR11242 #14,23.00,73.55,0
MR11242 #16,23.00,73.55,0
MR11242 #18,23.00,73.55,0
MR11243 #12,18.00,57.56,0
MR11243 #14,18.00,57.56,0
MR11243 #16,18.00,57.56,0
MR11243 #18,18.00,57.56,0
MR11244 #12,45.00,132.84,3
MR11244 #14,45.00,132.84,3
MR11244 #16,45.00,132.84,3
MR11244 #18,45.00,132.84,3
MR11245 #12,23.00,73.55,0
MR11245 #14,23.00,73.55,0
MR11245 #16,23.00,73.55,0
MR11245 #18,23.00,73.55,0
MT10056R #14,20.00,63.96,3
MT10056R #16,20.00,63.96,0
MT10056R #20,20.00,63.96,0
MT10056R #12,20.00,63.96,0
MT10057R #10,29.00,92.74,0
MT10057R #12,29.00,92.74,0
MT10057R #14,29.00,92.74,0
MT10057R #16,29.00,92.74,0
MT10057R #18,29.00,92.74,0
MT10057R #20,29.00,92.74,0
MT10058R #12,22.00,70.36,0
MT10058R #14,22.00,70.36,3
MT10058R #16,22.00,70.36,0
MT10058R #20,22.00,70.36,0
ALKJ0009RRH #22,40.00,127.92,0
ALKJ0009RRH #18,40.00,127.92,3
ALKJ0009RRH #12,40.00,127.92,0
ALKJ0009RRH #20,40.00,127.92,0
ALKJ0009RRH #14,40.00,127.92,3
ALKJ0009RRH #16,40.00,127.92,3
ALKJ0010RRH #16,40.00,127.92,3
ALKJ0010RRH #19,40.00,127.92,0
ALKJ0010RRH #21,40.00,127.92,0
ALKJ0010RRH #18,40.00,127.92,3
ALKJ0010RRH #13,40.00,127.92,3
ALKJ0010RRH #20,40.00,127.92,0
ALKJ0010RRH #17,40.00,127.92,0
ALKJ0010RRH #23,40.00,127.92,0
ALKJ0011RRH #18,40.00,127.92,3
ALKJ0011RRH #23,40.00,127.92,0
ALKJ0011RRH #13,40.00,127.92,0
ALKJ0011RRH #19,40.00,127.92,0
ALKJ0011RRH #21,40.00,127.92,0
ALKJ0011RRH #16,40.00,127.92,3
ALKJ0011RRH #17,40.00,127.92,0
ALKJ0012RRH #16,40.00,127.92,3
ALKJ0012RRH #17,40.00,127.92,3
ALKJ0012RRH #21,40.00,127.92,0
ALKJ0012RRH #12,40.00,127.92,0
ALKJ0012RRH #20,40.00,127.92,0
ALKJ0012RRH #13,40.00,127.92,0
ALKJ0012RRH #18,40.00,127.92,3
ALKJ0013RRH #18,40.00,127.92,3
ALKJ0013RRH #21,40.00,127.92,0
ALKJ0013RRH #23,40.00,127.92,0
ALKJ0013RRH #12,40.00,127.92,0
ALKJ0013RRH #13,40.00,127.92,0
ALKJ0013RRH #16,40.00,127.92,3
ALKJ0013RRH #14,40.00,127.92,3
ALKJ0013RRH #17,40.00,127.92,0
ALKJ0013RRH #19,40.00,127.92,0
SRD0043A #12,20.00,63.96,0
SRD0043A #14,20.00,63.96,3
SRD0043A #16,20.00,63.96,3
SRD0043A #18,20.00,63.96,0
AH1868RH #12,15.00,57.20,0
AH1868RH #14,15.00,57.20,0
AH1868RH #16,15.00,57.20,0
AH1868RH #18,15.00,57.20,0
SRC0054C #12,14.00,53.38,0
SRC0054C #14,14.00,53.38,0
SRC0054C #16,14.00,53.38,3
SRC0054C #18,14.00,53.38,0
SRH0096F #12,18.00,57.56,0
SRH0096F #14,18.00,57.56,0
SRH0096F #16,18.00,57.56,0
SRH0096F #18,18.00,57.56,0
ML03536B #12,18.00,57.56,0
ML03536B #14,18.00,57.56,0
ML03536B #16,18.00,57.56,0
ML03536B #18,18.00,57.56,0
MR11211 #12,33.00,105.53,3
MR11211 #14,33.00,105.53,0
MR11211 #16,33.00,105.53,0
MR11211 #18,33.00,105.53,0
MR11218 #12,23.00,73.55,0
MR11218 #16,23.00,73.55,3
MR11218 #18,23.00,73.55,3
MR11218 #14,23.00,73.55,3
MR11220 #12,22.00,70.36,3
MR11220 #14,22.00,70.36,3
MR11220 #16,22.00,70.36,3
MR11220 #18,22.00,70.36,3
MR11221 #12,31.00,99.14,3
MR11221 #14,31.00,99.14,3
MR11221 #16,31.00,99.14,3
MR11221 #18,31.00,99.14,0
MR11223 #12,23.00,73.55,0
MR11223 #14,23.00,73.55,3
MR11223 #16,23.00,73.55,3
MR11223 #18,23.00,73.55,3
MR11231 #12,30.00,95.94,3
MR11231 #14,30.00,95.94,3
MR11231 #16,30.00,95.94,3
MR11231 #18,30.00,95.94,3
AR7732 #12,18.00,57.56,3
AR7732 #14,18.00,57.56,3
AR7732 #16,18.00,57.56,3
AR7732 #18,18.00,57.56,0
AR7750 #12,19.00,60.76,3
AR7750 #14,19.00,60.76,3
AR7750 #16,19.00,60.76,3
AR7750 #18,19.00,60.76,3
AR7578 #12,15.00,57.20,0
AR7578 #14,15.00,57.20,3
AR7578 #16,15.00,57.20,3
AR7578 #18,15.00,57.20,3
AR7782 #12,25.00,79.95,0
AR7782 #14,28.00,89.54,0
AR7782 #16,29.00,92.74,0
AR7782 #18,30.00,95.94,0
ARR0579 #12,18.00,57.56,0
ARR0579 #14,18.00,57.56,0
ARR0579 #16,18.00,57.56,0
ARR0579 #18,18.00,57.56,0
ARR0561 #12,19.00,60.76,3
ARR0561 #14,19.00,60.76,3
ARR0561 #16,19.00,60.76,3
ARR0561 #18,19.00,60.76,3
ALS0310 #12,11.00,41.94,0
ALS0310 #14,11.00,41.94,0
ALS0310 #16,11.00,41.94,0
ALS0310 #18,11.00,41.94,0
AR3287 #12,11.00,41.94,0
AR3287 #14,11.00,41.94,3
AR3287 #16,11.00,41.94,3
AR3287 #18,11.00,41.94,3
AR4880 #12,19.00,60.76,3
AR4880 #14,19.00,60.76,3
AR4880 #16,19.00,60.76,3
AR4880 #18,19.00,60.76,3
AR2758 #12,15.00,57.20,3
AR2758 #14,15.00,57.20,3
AR2758 #16,15.00,57.20,3
AR2758 #18,15.00,57.20,3
ALCYRK0015RRH #12,22.00,70.36,0
ALCYRK0015RRH #14,22.00,70.36,0
ALCYRK0015RRH #16,22.00,70.36,0
ALCYRK0015RRH #18,24.00,76.75,0
A001138 #12,25.00,79.95,0
A001138 #14,25.00,79.95,0
A001138 #16,25.00,79.95,0
A001138 #18,25.00,79.95,0
ML03503 #12,23.00,73.55,0
ML03503 #14,23.00,73.55,0
ML03503 #16,23.00,73.55,0
ML03503 #18,23.00,73.55,0
ML03531A #12,19.00,60.76,3
ML03531A #14,19.00,60.76,3
ML03531A #16,19.00,60.76,3
ML03531A #18,19.00,60.76,3
ML03533A #12,22.00,70.36,3
ML03533A #14,22.00,70.36,3
ML03533A #16,22.00,70.36,3
ML03533A #18,22.00,70.36,3
ML03724A #12,22.00,70.36,3
ML03724A #14,22.00,70.36,0
ML03724A #16,22.00,70.36,0
ML03724A #18,22.00,70.36,0
ML03613A #12,23.00,73.55,3
ML03613A #14,23.00,73.55,3
ML03613A #16,23.00,73.55,3
ML03613A #18,23.00,73.55,0
ML03590A #12,22.00,70.36,0
ML03590A #14,22.00,70.36,0
ML03590A #16,22.00,70.36,0
ML03590A #18,22.00,70.36,0
ML04870A #12,22.00,70.36,3
ML04870A #14,22.00,70.36,0
ML04870A #16,22.00,70.36,0
ML04870A #18,22.00,70.36,0
ML04935A #14,21.00,67.16,0
ML04935A #16,21.00,67.16,0
ML04935B #12,21.00,67.16,0
ML04935B #14,21.00,67.16,0
ML04935B #16,21.00,67.16,0
ML04952B #12,28.00,89.54,3
ML04952B #14,28.00,89.54,3
ML04952B #16,28.00,89.54,3
ML04952B #18,28.00,89.54,3
ML04952A #12,28.00,89.54,0
ML04952A #14,28.00,89.54,0
ML04952A #16,28.00,89.54,0
ML04941A #18,17.00,54.37,3
ML04941A #16,17.00,54.37,3
ML04941A #14,17.00,54.37,3
ML04941A #12,17.00,54.37,3
ML05033A #12,22.00,70.36,0
ML05033A #14,22.00,70.36,3
ML05033A #16,22.00,70.36,0
ML05033A #18,22.00,70.36,0
ML05034A #12,23.00,73.55,0
ML05034A #14,23.00,73.55,0
ML05034A #16,23.00,73.55,0
ML05034A #18,23.00,73.55,0
ML05080A #12,26.00,83.15,3
ML05080A #14,26.00,83.15,3
ML05080A #16,26.00,83.15,3
ML05080A #18,26.00,83.15,3
SRZ4321B #12,23.00,73.55,3
SRZ4321B #14,23.00,73.55,3
SRZ4321B #16,23.00,73.55,3
SRZ4321B #18,23.00,73.55,0
SRZ4915A #12,25.00,79.95,3
SRZ4915A #14,25.00,79.95,3
SRZ4915A #16,25.00,79.95,0
SRZ4915A #18,25.00,79.95,0
SRB0206A #12,18.00,57.56,0
SRB0206A #14,18.00,57.56,0
SRB0206A #16,18.00,57.56,0
SRB0206A #18,18.00,57.56,0
SRB0048A #12,20.00,63.96,0
SRB0048A #14,20.00,63.96,0
SRB0048A #16,20.00,63.96,0
SRB0048A #18,20.00,63.96,0
SR05780A #12,17.00,54.37,0
SR05780A #14,17.00,54.37,0
SR05780A #16,17.00,54.37,0
SR05780A #18,17.00,54.37,0
SRB0208A #12,18.00,57.56,0
SRB0208A #14,18.00,57.56,0
SRB0208A #16,18.00,57.56,3
SRB0208A #18,18.00,57.56,0
SRB0258D #12,20.00,63.96,3
SRB0258D #14,20.00,63.96,0
SRB0258D #16,20.00,63.96,3
SRB0258D #18,20.00,63.96,3
SRD0051A #18,28.00,89.54,0
SRD0051A #16,28.00,89.54,0
SRD0051A #14,28.00,89.54,0
SRD0051A #12,28.00,89.54,3
SRF0014A #12,21.00,67.16,0
SRF0014A #14,21.00,67.16,0
SRF0014A #16,21.00,67.16,0
SRF0014A #18,21.00,67.16,0
MLC0016B #12,21.00,67.16,0
MLC0016B #14,21.00,67.16,3
MLC0016B #16,21.00,67.16,3
MLC0016B #18,21.00,67.16,0
SR04027C #12,28.00,89.54,3
SR04027C #14,28.00,89.54,0
SR04027C #16,28.00,89.54,0
SR04027C #18,28.00,89.54,0
ML03081A #12,33.00,105.53,3
ML03081A #14,33.00,105.53,0
ML03081A #16,33.00,105.53,3
ML03081A #18,33.00,105.53,0
ML03619A #12,28.00,89.54,3
ML03619A #14,28.00,89.54,3
ML03619A #16,28.00,89.54,3
ML03619A #18,28.00,89.54,3
KFRR604 #14,34.00,108.73,0
KFRR604 #17,34.00,108.73,0
KFRR604 #20,34.00,108.73,0
KFRR604 #21,34.00,108.73,0
KFRR517 #14,39.00,124.72,0
KFRR517 #15,39.00,124.72,0
KFRR517 #17,39.00,124.72,0
KFRR517 #19,39.00,124.72,0
KFRR517 #20,39.00,124.72,0
KFRR517 #21,39.00,124.72,0
KFRR517 #22,39.00,124.72,0
CAL0012ROKS #12,31.00,99.14,3
CAL0012ROKS #14,31.00,99.14,3
CAL0012ROKS #16,31.00,99.14,0
CAL0012ROKS #18,31.00,99.14,3
CAL0013ROKS #12,26.00,83.15,3
CAL0013ROKS #14,26.00,83.15,3
CAL0013ROKS #16,26.00,83.15,3
CAL0013ROKS #18,26.00,83.15,3
CAL0014ROKS #12,22.00,70.36,3
CAL0014ROKS #14,22.00,70.36,3
CAL0014ROKS #16,22.00,70.36,0
CAL0014ROKS #18,22.00,70.36,0
CAL0015RS #12,15.00,57.20,0
CAL0015RS #14,15.00,57.20,0
CAL0015RS #16,15.00,57.20,0
CAL0015RS #18,15.00,57.20,3
ALSYG0001 #16,35.00,111.93,3
ALSYG0001 #17,35.00,111.93,3
ALSYG0001 #18,36.00,115.13,3
ALSYG0001 #19,36.00,115.13,3
ALSYG0001 #20,36.00,115.13,3
ALSYG0001 #21,36.00,115.13,0
ALSYG0001 #22,36.00,115.13,3
ALSYG0001 #23,36.00,115.13,3
ALSYG0001 #24,37.00,118.33,3
ALSYG0001 #25,37.00,118.33,0
ALSYG0002 #18,43.00,126.94,0
ALSYG0002 #19,43.00,126.94,0
ALSYG0002 #17,43.00,126.94,0
ALSYG0002 #20,44.00,129.89,0
ALSYG0002 #21,44.00,129.89,0
ALSYG0002 #22,44.00,129.89,0
ALSYG0002 #23,44.00,129.89,0
ALSYG0002 #24,44.00,129.89,0
ALSYG0002 #25,44.00,129.89,0
ALSYG0002 #26,45.00,132.84,0
ALSYG0002 #27,45.00,132.84,0
ALSYG0002 #28,45.00,132.84,0
ALSYG0003 #19,48.00,141.70,0
ALSYG0003 #20,48.00,141.70,0
ALSYG0003 #21,48.00,141.70,0
ALSYG0003 #22,48.00,141.70,0
ALSYG0003 #23,48.00,141.70,0
ALSYG0003 #24,48.00,141.70,0
ALSYG0003 #25,50.00,147.60,0
ALSYG0003 #26,50.00,147.60,0
ALSYG0003 #27,50.00,147.60,0
ALSYG0003 #28,51.00,150.55,0
ALSYG0003 #29,51.00,150.55,0
ALSYG0003 #30,51.00,150.55,0
ALSYG0004 #18,43.00,126.94,0
ALSYG0004 #19,43.00,126.94,0
ALSYG0004 #20,44.00,129.89,0
ALSYG0004 #21,44.00,129.89,0
ALSYG0004 #22,44.00,129.89,0
ALSYG0004 #23,44.00,129.89,0
ALSYG0004 #24,44.00,129.89,0
ALSYG0004 #25,44.00,129.89,0
ALSYG0004 #26,44.00,129.89,0
ALSYG0004 #27,44.00,129.89,0
ALSYG0004 #28,45.00,132.84,0
ALSYG0004 #29,45.00,132.84,0
ALSYG0004 #30,46.00,135.79,0
ALSYG0006 #15,25.00,79.95,3
ALSYG0006 #16,25.00,79.95,3
ALSYG0006 #17,25.00,79.95,3
ALSYG0006 #18,26.00,83.15,3
ALSYG0006 #19,26.00,83.15,3
ALSYG0006 #20,26.00,83.15,3
ALSYG0006 #21,28.00,89.54,0
ALSYG0006 #22,28.00,89.54,0
ALSYG0006 #23,29.00,92.74,0
ALSYG0007 #15,35.00,111.93,0
ALSYG0007 #16,35.00,111.93,3
ALSYG0007 #17,35.00,111.93,3
ALSYG0007 #18,35.00,111.93,3
ALSYG0007 #19,36.00,115.13,3
ALSYG0007 #20,36.00,115.13,3
ALSYG0007 #21,36.00,115.13,0
ALSYG0007 #22,36.00,115.13,0
ALSYG0007 #23,36.00,115.13,0
ALSYG0007 #24,36.00,115.13,0
